"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/USD"
2449500,"1994/05/27","Fri",104.248
2449503,"1994/05/30","Mon",104.567
2449504,"1994/05/31","Tue",104.743
2449505,"1994/06/01","Wed",104.739
2449506,"1994/06/02","Thu",104.909
2449507,"1994/06/03","Fri",105.315
2449510,"1994/06/06","Mon",105.222
2449511,"1994/06/07","Tue",104.946
2449512,"1994/06/08","Wed",104.032
2449513,"1994/06/09","Thu",104.479
2449514,"1994/06/10","Fri",103.736
2449517,"1994/06/13","Mon",102.967
2449518,"1994/06/14","Tue",102.623
2449519,"1994/06/15","Wed",102.806
2449520,"1994/06/16","Thu",103.271
2449521,"1994/06/17","Fri",102.731
2449524,"1994/06/20","Mon",101.893
2449525,"1994/06/21","Tue",100.856
2449526,"1994/06/22","Wed",101.140
2449527,"1994/06/23","Thu",101.021
2449528,"1994/06/24","Fri",100.471
2449531,"1994/06/27","Mon",100.079
2449532,"1994/06/28","Tue",99.870
2449533,"1994/06/29","Wed",98.773
2449534,"1994/06/30","Thu",98.384
2449535,"1994/07/01","Fri",98.507
2449538,"1994/07/04","Mon",98.923
2449539,"1994/07/05","Tue",98.925
2449540,"1994/07/06","Wed",98.192
2449541,"1994/07/07","Thu",98.741
2449542,"1994/07/08","Fri",98.164
2449545,"1994/07/11","Mon",97.320
2449546,"1994/07/12","Tue",96.891
2449547,"1994/07/13","Wed",97.895
2449548,"1994/07/14","Thu",98.411
2449549,"1994/07/15","Fri",98.078
2449552,"1994/07/18","Mon",98.471
2449553,"1994/07/19","Tue",99.187
2449554,"1994/07/20","Wed",98.523
2449555,"1994/07/21","Thu",98.591
2449556,"1994/07/22","Fri",98.556
2449559,"1994/07/25","Mon",98.881
2449560,"1994/07/26","Tue",98.068
2449561,"1994/07/27","Wed",98.178
2449562,"1994/07/28","Thu",99.103
2449563,"1994/07/29","Fri",100.015
2449566,"1994/08/01","Mon",99.347
2449567,"1994/08/02","Tue",100.368
2449568,"1994/08/03","Wed",100.369
2449569,"1994/08/04","Thu",100.115
2449570,"1994/08/05","Fri",100.412
2449573,"1994/08/08","Mon",101.373
2449574,"1994/08/09","Tue",101.208
2449575,"1994/08/10","Wed",101.237
2449576,"1994/08/11","Thu",100.783
2449577,"1994/08/12","Fri",100.261
2449580,"1994/08/15","Mon",100.065
2449581,"1994/08/16","Tue",100.320
2449582,"1994/08/17","Wed",100.262
2449583,"1994/08/18","Thu",98.854
2449584,"1994/08/19","Fri",98.517
2449587,"1994/08/22","Mon",97.963
2449588,"1994/08/23","Tue",98.372
2449589,"1994/08/24","Wed",98.587
2449590,"1994/08/25","Thu",99.731
2449591,"1994/08/26","Fri",100.426
2449594,"1994/08/29","Mon",100.073
2449595,"1994/08/30","Tue",99.578
2449596,"1994/08/31","Wed",100.007
2449597,"1994/09/01","Thu",99.636
2449598,"1994/09/02","Fri",99.158
2449602,"1994/09/06","Tue",98.765
2449603,"1994/09/07","Wed",99.216
2449604,"1994/09/08","Thu",99.478
2449605,"1994/09/09","Fri",99.151
2449608,"1994/09/12","Mon",98.843
2449609,"1994/09/13","Tue",98.976
2449610,"1994/09/14","Wed",99.127
2449611,"1994/09/15","Thu",99.326
2449612,"1994/09/16","Fri",98.707
2449615,"1994/09/19","Mon",98.635
2449616,"1994/09/20","Tue",97.730
2449617,"1994/09/21","Wed",97.920
2449618,"1994/09/22","Thu",98.030
2449619,"1994/09/23","Fri",97.620
2449622,"1994/09/26","Mon",98.609
2449623,"1994/09/27","Tue",98.301
2449624,"1994/09/28","Wed",98.741
2449625,"1994/09/29","Thu",98.618
2449626,"1994/09/30","Fri",99.025
2449629,"1994/10/03","Mon",99.526
2449630,"1994/10/04","Tue",99.673
2449631,"1994/10/05","Wed",99.417
2449632,"1994/10/06","Thu",99.666
2449633,"1994/10/07","Fri",100.387
2449637,"1994/10/11","Tue",100.426
2449638,"1994/10/12","Wed",99.867
2449639,"1994/10/13","Thu",99.733
2449640,"1994/10/14","Fri",98.378
2449643,"1994/10/17","Mon",97.645
2449644,"1994/10/18","Tue",97.748
2449645,"1994/10/19","Wed",97.243
2449646,"1994/10/20","Thu",97.251
2449647,"1994/10/21","Fri",97.347
2449650,"1994/10/24","Mon",97.225
2449651,"1994/10/25","Tue",96.850
2449652,"1994/10/26","Wed",96.990
2449653,"1994/10/27","Thu",96.890
2449654,"1994/10/28","Fri",97.325
2449657,"1994/10/31","Mon",96.884
2449658,"1994/11/01","Tue",96.730
2449659,"1994/11/02","Wed",97.008
2449660,"1994/11/03","Thu",98.121
2449661,"1994/11/04","Fri",97.577
2449664,"1994/11/07","Mon",97.168
2449665,"1994/11/08","Tue",96.929
2449666,"1994/11/09","Wed",97.782
2449667,"1994/11/10","Thu",97.945
2449671,"1994/11/14","Mon",98.165
2449672,"1994/11/15","Tue",98.198
2449673,"1994/11/16","Wed",98.336
2449674,"1994/11/17","Thu",98.075
2449675,"1994/11/18","Fri",98.437
2449678,"1994/11/21","Mon",98.323
2449679,"1994/11/22","Tue",98.132
2449680,"1994/11/23","Wed",98.256
2449681,"1994/11/24","Thu",98.446
2449682,"1994/11/25","Fri",98.759
2449685,"1994/11/28","Mon",98.605
2449686,"1994/11/29","Tue",98.950
2449687,"1994/11/30","Wed",98.934
2449688,"1994/12/01","Thu",99.356
2449689,"1994/12/02","Fri",100.344
2449692,"1994/12/05","Mon",100.277
2449693,"1994/12/06","Tue",100.292
2449694,"1994/12/07","Wed",100.116
2449695,"1994/12/08","Thu",100.378
2449696,"1994/12/09","Fri",100.188
2449699,"1994/12/12","Mon",100.000
2449700,"1994/12/13","Tue",100.290
2449701,"1994/12/14","Wed",100.304
2449702,"1994/12/15","Thu",100.216
2449703,"1994/12/16","Fri",100.230
2449706,"1994/12/19","Mon",100.137
2449707,"1994/12/20","Tue",100.237
2449708,"1994/12/21","Wed",100.165
2449709,"1994/12/22","Thu",100.389
2449710,"1994/12/23","Fri",100.129
2449714,"1994/12/27","Tue",100.462
2449715,"1994/12/28","Wed",100.365
2449716,"1994/12/29","Thu",99.603
2449717,"1994/12/30","Fri",99.560
2449721,"1995/01/03","Tue",100.466
2449722,"1995/01/04","Wed",101.418
2449723,"1995/01/05","Thu",100.952
2449724,"1995/01/06","Fri",101.318
2449727,"1995/01/09","Mon",100.343
2449728,"1995/01/10","Tue",100.321
2449729,"1995/01/11","Wed",99.929
2449730,"1995/01/12","Thu",98.745
2449731,"1995/01/13","Fri",98.781
2449734,"1995/01/16","Mon",98.480
2449735,"1995/01/17","Tue",98.970
2449736,"1995/01/18","Wed",99.475
2449737,"1995/01/19","Thu",99.517
2449738,"1995/01/20","Fri",99.338
2449741,"1995/01/23","Mon",99.678
2449742,"1995/01/24","Tue",99.607
2449743,"1995/01/25","Wed",99.697
2449744,"1995/01/26","Thu",99.284
2449745,"1995/01/27","Fri",99.298
2449748,"1995/01/30","Mon",98.337
2449749,"1995/01/31","Tue",99.477
2449750,"1995/02/01","Wed",99.331
2449751,"1995/02/02","Thu",99.461
2449752,"1995/02/03","Fri",99.687
2449755,"1995/02/06","Mon",99.232
2449756,"1995/02/07","Tue",99.374
2449757,"1995/02/08","Wed",98.922
2449758,"1995/02/09","Thu",98.827
2449759,"1995/02/10","Fri",98.858
2449762,"1995/02/13","Mon",98.628
2449763,"1995/02/14","Tue",98.619
2449764,"1995/02/15","Wed",98.547
2449765,"1995/02/16","Thu",97.496
2449766,"1995/02/17","Fri",97.482
2449769,"1995/02/20","Mon",97.178
2449770,"1995/02/21","Tue",97.249
2449771,"1995/02/22","Wed",96.977
2449772,"1995/02/23","Thu",96.798
2449773,"1995/02/24","Fri",97.069
2449776,"1995/02/27","Mon",96.703
2449777,"1995/02/28","Tue",96.569
2449778,"1995/03/01","Wed",96.770
2449779,"1995/03/02","Thu",95.809
2449780,"1995/03/03","Fri",94.364
2449783,"1995/03/06","Mon",92.593
2449784,"1995/03/07","Tue",90.799
2449785,"1995/03/08","Wed",91.224
2449786,"1995/03/09","Thu",90.487
2449787,"1995/03/10","Fri",91.179
2449790,"1995/03/13","Mon",90.441
2449791,"1995/03/14","Tue",90.943
2449792,"1995/03/15","Wed",89.425
2449793,"1995/03/16","Thu",90.224
2449794,"1995/03/17","Fri",89.163
2449797,"1995/03/20","Mon",89.409
2449798,"1995/03/21","Tue",89.343
2449799,"1995/03/22","Wed",88.936
2449800,"1995/03/23","Thu",88.261
2449801,"1995/03/24","Fri",89.091
2449804,"1995/03/27","Mon",88.984
2449805,"1995/03/28","Tue",89.135
2449806,"1995/03/29","Wed",88.307
2449807,"1995/03/30","Thu",89.520
2449808,"1995/03/31","Fri",86.787
2449811,"1995/04/03","Mon",86.179
2449812,"1995/04/04","Tue",86.422
2449813,"1995/04/05","Wed",86.193
2449814,"1995/04/06","Thu",85.456
2449815,"1995/04/07","Fri",84.333
2449818,"1995/04/10","Mon",83.055
2449819,"1995/04/11","Tue",83.732
2449820,"1995/04/12","Wed",83.930
2449821,"1995/04/13","Thu",83.495
2449822,"1995/04/14","Fri",83.340
2449825,"1995/04/17","Mon",82.103
2449826,"1995/04/18","Tue",81.361
2449827,"1995/04/19","Wed",81.071
2449828,"1995/04/20","Thu",82.966
2449829,"1995/04/21","Fri",82.865
2449832,"1995/04/24","Mon",83.263
2449833,"1995/04/25","Tue",81.835
2449834,"1995/04/26","Wed",83.928
2449835,"1995/04/27","Thu",83.568
2449836,"1995/04/28","Fri",83.978
2449839,"1995/05/01","Mon",83.512
2449840,"1995/05/02","Tue",83.635
2449841,"1995/05/03","Wed",83.483
2449842,"1995/05/04","Thu",83.586
2449843,"1995/05/05","Fri",84.047
2449846,"1995/05/08","Mon",83.007
2449847,"1995/05/09","Tue",82.906
2449848,"1995/05/10","Wed",83.851
2449849,"1995/05/11","Thu",85.676
2449850,"1995/05/12","Fri",86.973
2449853,"1995/05/15","Mon",86.825
2449854,"1995/05/16","Tue",86.218
2449855,"1995/05/17","Wed",86.678
2449856,"1995/05/18","Thu",87.422
2449857,"1995/05/19","Fri",86.746
2449860,"1995/05/22","Mon",87.469
2449861,"1995/05/23","Tue",87.368
2449862,"1995/05/24","Wed",87.171
2449863,"1995/05/25","Thu",85.063
2449864,"1995/05/26","Fri",82.799
2449867,"1995/05/29","Mon",83.115
2449868,"1995/05/30","Tue",82.928
2449869,"1995/05/31","Wed",84.596
2449870,"1995/06/01","Thu",84.886
2449871,"1995/06/02","Fri",84.925
2449874,"1995/06/05","Mon",84.576
2449875,"1995/06/06","Tue",85.123
2449876,"1995/06/07","Wed",84.262
2449877,"1995/06/08","Thu",84.896
2449878,"1995/06/09","Fri",84.402
2449881,"1995/06/12","Mon",83.898
2449882,"1995/06/13","Tue",84.332
2449883,"1995/06/14","Wed",84.431
2449884,"1995/06/15","Thu",84.778
2449885,"1995/06/16","Fri",84.642
2449888,"1995/06/19","Mon",84.984
2449889,"1995/06/20","Tue",84.632
2449890,"1995/06/21","Wed",84.359
2449891,"1995/06/22","Thu",84.619
2449892,"1995/06/23","Fri",84.462
2449895,"1995/06/26","Mon",84.339
2449896,"1995/06/27","Tue",84.059
2449897,"1995/06/28","Wed",85.681
2449898,"1995/06/29","Thu",84.683
2449899,"1995/06/30","Fri",84.725
2449902,"1995/07/03","Mon",84.795
2449903,"1995/07/04","Tue",84.732
2449904,"1995/07/05","Wed",84.928
2449905,"1995/07/06","Thu",85.150
2449906,"1995/07/07","Fri",86.694
2449909,"1995/07/10","Mon",87.088
2449910,"1995/07/11","Tue",87.460
2449911,"1995/07/12","Wed",87.544
2449912,"1995/07/13","Thu",87.451
2449913,"1995/07/14","Fri",87.854
2449916,"1995/07/17","Mon",88.672
2449917,"1995/07/18","Tue",88.274
2449918,"1995/07/19","Wed",87.692
2449919,"1995/07/20","Thu",87.673
2449920,"1995/07/21","Fri",88.568
2449923,"1995/07/24","Mon",87.544
2449924,"1995/07/25","Tue",87.855
2449925,"1995/07/26","Wed",87.928
2449926,"1995/07/27","Thu",87.924
2449927,"1995/07/28","Fri",88.170
2449930,"1995/07/31","Mon",88.311
2449931,"1995/08/01","Tue",88.415
2449932,"1995/08/02","Wed",90.823
2449933,"1995/08/03","Thu",90.393
2449934,"1995/08/04","Fri",91.252
2449937,"1995/08/07","Mon",91.299
2449938,"1995/08/08","Tue",91.690
2449939,"1995/08/09","Wed",91.542
2449940,"1995/08/10","Thu",92.759
2449941,"1995/08/11","Fri",93.761
2449944,"1995/08/14","Mon",93.548
2449945,"1995/08/15","Tue",96.687
2449946,"1995/08/16","Wed",97.726
2449947,"1995/08/17","Thu",97.826
2449948,"1995/08/18","Fri",96.871
2449951,"1995/08/21","Mon",96.507
2449952,"1995/08/22","Tue",96.681
2449953,"1995/08/23","Wed",96.517
2449954,"1995/08/24","Thu",96.472
2449955,"1995/08/25","Fri",96.613
2449958,"1995/08/28","Mon",96.563
2449959,"1995/08/29","Tue",97.709
2449960,"1995/08/30","Wed",98.964
2449961,"1995/08/31","Thu",97.815
2449962,"1995/09/01","Fri",97.460
2449966,"1995/09/05","Tue",97.721
2449967,"1995/09/06","Wed",98.753
2449968,"1995/09/07","Thu",98.580
2449969,"1995/09/08","Fri",99.673
2449972,"1995/09/11","Mon",99.703
2449973,"1995/09/12","Tue",100.833
2449974,"1995/09/13","Wed",102.443
2449975,"1995/09/14","Thu",102.562
2449976,"1995/09/15","Fri",103.486
2449979,"1995/09/18","Mon",103.568
2449980,"1995/09/19","Tue",104.137
2449981,"1995/09/20","Wed",103.248
2449982,"1995/09/21","Thu",100.073
2449983,"1995/09/22","Fri",98.471
2449986,"1995/09/25","Mon",99.859
2449987,"1995/09/26","Tue",100.733
2449988,"1995/09/27","Wed",100.096
2449989,"1995/09/28","Thu",99.720
2449990,"1995/09/29","Fri",99.027
2449993,"1995/10/02","Mon",100.684
2449994,"1995/10/03","Tue",101.545
2449995,"1995/10/04","Wed",100.665
2449996,"1995/10/05","Thu",100.307
2449997,"1995/10/06","Fri",100.772
2450001,"1995/10/10","Tue",100.641
2450002,"1995/10/11","Wed",100.913
2450003,"1995/10/12","Thu",100.247
2450004,"1995/10/13","Fri",100.830
2450007,"1995/10/16","Mon",100.457
2450008,"1995/10/17","Tue",100.262
2450009,"1995/10/18","Wed",100.600
2450010,"1995/10/19","Thu",100.603
2450011,"1995/10/20","Fri",100.185
2450014,"1995/10/23","Mon",99.730
2450015,"1995/10/24","Tue",100.110
2450016,"1995/10/25","Wed",101.290
2450017,"1995/10/26","Thu",101.766
2450018,"1995/10/27","Fri",101.632
2450021,"1995/10/30","Mon",101.612
2450022,"1995/10/31","Tue",102.252
2450023,"1995/11/01","Wed",103.020
2450024,"1995/11/02","Thu",103.580
2450025,"1995/11/03","Fri",103.798
2450028,"1995/11/06","Mon",103.224
2450029,"1995/11/07","Tue",103.159
2450030,"1995/11/08","Wed",102.431
2450031,"1995/11/09","Thu",100.788
2450032,"1995/11/10","Fri",100.949
2450035,"1995/11/13","Mon",101.702
2450036,"1995/11/14","Tue",101.682
2450037,"1995/11/15","Wed",100.923
2450038,"1995/11/16","Thu",102.162
2450039,"1995/11/17","Fri",102.015
2450042,"1995/11/20","Mon",101.220
2450043,"1995/11/21","Tue",101.630
2450044,"1995/11/22","Wed",100.438
2450045,"1995/11/23","Thu",100.654
2450046,"1995/11/24","Fri",101.477
2450049,"1995/11/27","Mon",101.784
2450050,"1995/11/28","Tue",101.195
2450051,"1995/11/29","Wed",101.456
2450052,"1995/11/30","Thu",101.752
2450053,"1995/12/01","Fri",101.170
2450056,"1995/12/04","Mon",101.044
2450057,"1995/12/05","Tue",101.409
2450058,"1995/12/06","Wed",101.365
2450059,"1995/12/07","Thu",101.438
2450060,"1995/12/08","Fri",100.933
2450063,"1995/12/11","Mon",101.076
2450064,"1995/12/12","Tue",101.789
2450065,"1995/12/13","Wed",101.715
2450066,"1995/12/14","Thu",101.491
2450067,"1995/12/15","Fri",102.178
2450070,"1995/12/18","Mon",101.617
2450071,"1995/12/19","Tue",101.827
2450072,"1995/12/20","Wed",101.945
2450073,"1995/12/21","Thu",101.756
2450074,"1995/12/22","Fri",102.582
2450078,"1995/12/26","Tue",102.382
2450079,"1995/12/27","Wed",102.760
2450080,"1995/12/28","Thu",102.772
2450081,"1995/12/29","Fri",103.268
2450085,"1996/01/02","Tue",103.905
2450086,"1996/01/03","Wed",104.359
2450087,"1996/01/04","Thu",106.348
2450088,"1996/01/05","Fri",105.112
2450091,"1996/01/08","Mon",105.316
2450092,"1996/01/09","Tue",104.878
2450093,"1996/01/10","Wed",105.220
2450094,"1996/01/11","Thu",104.758
2450095,"1996/01/12","Fri",105.123
2450098,"1996/01/15","Mon",105.165
2450099,"1996/01/16","Tue",105.856
2450100,"1996/01/17","Wed",105.365
2450101,"1996/01/18","Thu",105.461
2450102,"1996/01/19","Fri",105.405
2450105,"1996/01/22","Mon",105.691
2450106,"1996/01/23","Tue",105.787
2450107,"1996/01/24","Wed",106.880
2450108,"1996/01/25","Thu",106.895
2450109,"1996/01/26","Fri",106.561
2450112,"1996/01/29","Mon",106.755
2450113,"1996/01/30","Tue",107.259
2450114,"1996/01/31","Wed",106.950
2450115,"1996/02/01","Thu",107.069
2450116,"1996/02/02","Fri",106.642
2450119,"1996/02/05","Mon",105.001
2450120,"1996/02/06","Tue",105.491
2450121,"1996/02/07","Wed",106.130
2450122,"1996/02/08","Thu",106.826
2450123,"1996/02/09","Fri",107.112
2450126,"1996/02/12","Mon",106.652
2450127,"1996/02/13","Tue",106.937
2450128,"1996/02/14","Wed",106.710
2450129,"1996/02/15","Thu",106.218
2450130,"1996/02/16","Fri",105.313
2450133,"1996/02/19","Mon",103.976
2450134,"1996/02/20","Tue",105.994
2450135,"1996/02/21","Wed",105.229
2450136,"1996/02/22","Thu",104.920
2450137,"1996/02/23","Fri",104.723
2450140,"1996/02/26","Mon",104.340
2450141,"1996/02/27","Tue",104.365
2450142,"1996/02/28","Wed",104.468
2450143,"1996/02/29","Thu",105.069
2450144,"1996/03/01","Fri",105.814
2450147,"1996/03/04","Mon",105.000
2450148,"1996/03/05","Tue",105.054
2450149,"1996/03/06","Wed",105.264
2450150,"1996/03/07","Thu",105.20
2450151,"1996/03/08","Fri",105.94
2450154,"1996/03/11","Mon",105.38
2450155,"1996/03/12","Tue",105.53
2450156,"1996/03/13","Wed",105.27
2450157,"1996/03/14","Thu",105.44
2450158,"1996/03/15","Fri",105.87
2450161,"1996/03/18","Mon",106.03
2450162,"1996/03/19","Tue",106.23
2450163,"1996/03/20","Wed",106.39
2450164,"1996/03/21","Thu",106.66
2450165,"1996/03/22","Fri",106.82
2450168,"1996/03/25","Mon",106.19
2450169,"1996/03/26","Tue",106.44
2450170,"1996/03/27","Wed",106.59
2450171,"1996/03/28","Thu",106.33
2450172,"1996/03/29","Fri",106.92
2450175,"1996/04/01","Mon",107.52
2450176,"1996/04/02","Tue",107.50
2450177,"1996/04/03","Wed",106.93
2450178,"1996/04/04","Thu",107.10
2450179,"1996/04/05","Fri",107.67
2450182,"1996/04/08","Mon",107.36
2450183,"1996/04/09","Tue",108.18
2450184,"1996/04/10","Wed",108.54
2450185,"1996/04/11","Thu",108.52
2450186,"1996/04/12","Fri",108.61
2450189,"1996/04/15","Mon",108.39
2450190,"1996/04/16","Tue",108.22
2450191,"1996/04/17","Wed",108.25
2450192,"1996/04/18","Thu",107.03
2450193,"1996/04/19","Fri",107.10
2450196,"1996/04/22","Mon",106.60
2450197,"1996/04/23","Tue",106.58
2450198,"1996/04/24","Wed",106.81
2450199,"1996/04/25","Thu",106.42
2450200,"1996/04/26","Fri",105.55
2450203,"1996/04/29","Mon",104.49
2450204,"1996/04/30","Tue",104.64
2450205,"1996/05/01","Wed",105.12
2450206,"1996/05/02","Thu",104.45
2450207,"1996/05/03","Fri",104.85
2450210,"1996/05/06","Mon",104.88
2450211,"1996/05/07","Tue",104.95
2450212,"1996/05/08","Wed",105.16
2450213,"1996/05/09","Thu",104.79
2450214,"1996/05/10","Fri",105.51
2450217,"1996/05/13","Mon",104.93
2450218,"1996/05/14","Tue",105.79
2450219,"1996/05/15","Wed",106.90
2450220,"1996/05/16","Thu",106.71
2450221,"1996/05/17","Fri",106.54
2450224,"1996/05/20","Mon",107.13
2450225,"1996/05/21","Tue",106.96
2450226,"1996/05/22","Wed",107.04
2450227,"1996/05/23","Thu",106.76
2450228,"1996/05/24","Fri",107.87
2450231,"1996/05/27","Mon",107.71
2450232,"1996/05/28","Tue",108.55
2450233,"1996/05/29","Wed",108.76
2450234,"1996/05/30","Thu",107.64
2450235,"1996/05/31","Fri",108.07
2450238,"1996/06/03","Mon",108.39
2450239,"1996/06/04","Tue",109.17
2450240,"1996/06/05","Wed",108.82
2450241,"1996/06/06","Thu",109.22
2450242,"1996/06/07","Fri",109.16
2450245,"1996/06/10","Mon",109.02
2450246,"1996/06/11","Tue",109.49
2450247,"1996/06/12","Wed",109.50
2450248,"1996/06/13","Thu",108.89
2450249,"1996/06/14","Fri",108.85
2450252,"1996/06/17","Mon",108.87
2450253,"1996/06/18","Tue",108.03
2450254,"1996/06/19","Wed",108.06
2450255,"1996/06/20","Thu",108.08
2450256,"1996/06/21","Fri",109.04
2450259,"1996/06/24","Mon",108.89
2450260,"1996/06/25","Tue",109.02
2450261,"1996/06/26","Wed",109.49
2450262,"1996/06/27","Thu",109.46
2450263,"1996/06/28","Fri",109.47
2450266,"1996/07/01","Mon",109.56
2450267,"1996/07/02","Tue",110.12
2450268,"1996/07/03","Wed",110.28
2450269,"1996/07/04","Thu",110.41
2450270,"1996/07/05","Fri",110.85
2450273,"1996/07/08","Mon",110.91
2450274,"1996/07/09","Tue",110.25
2450275,"1996/07/10","Wed",110.13
2450276,"1996/07/11","Thu",110.15
2450277,"1996/07/12","Fri",110.70
2450280,"1996/07/15","Mon",110.44
2450281,"1996/07/16","Tue",109.10
2450282,"1996/07/17","Wed",108.58
2450283,"1996/07/18","Thu",107.98
2450284,"1996/07/19","Fri",108.26
2450287,"1996/07/22","Mon",107.42
2450288,"1996/07/23","Tue",108.08
2450289,"1996/07/24","Wed",108.26
2450290,"1996/07/25","Thu",108.33
2450291,"1996/07/26","Fri",108.31
2450294,"1996/07/29","Mon",108.22
2450295,"1996/07/30","Tue",108.07
2450296,"1996/07/31","Wed",106.74
2450297,"1996/08/01","Thu",106.71
2450298,"1996/08/02","Fri",107.00
2450302,"1996/08/06","Tue",106.86
2450303,"1996/08/07","Wed",107.95
2450304,"1996/08/08","Thu",108.21
2450305,"1996/08/09","Fri",108.15
2450308,"1996/08/12","Mon",107.63
2450309,"1996/08/13","Tue",107.56
2450310,"1996/08/14","Wed",107.89
2450311,"1996/08/15","Thu",107.94
2450312,"1996/08/16","Fri",108.00
2450315,"1996/08/19","Mon",107.81
2450316,"1996/08/20","Tue",108.30
2450317,"1996/08/21","Wed",108.36
2450318,"1996/08/22","Thu",108.24
2450319,"1996/08/23","Fri",108.53
2450322,"1996/08/26","Mon",107.67
2450323,"1996/08/27","Tue",107.85
2450324,"1996/08/28","Wed",108.43
2450325,"1996/08/29","Thu",108.46
2450326,"1996/08/30","Fri",108.69
2450330,"1996/09/03","Tue",109.24
2450331,"1996/09/04","Wed",108.81
2450332,"1996/09/05","Thu",109.08
2450333,"1996/09/06","Fri",109.35
2450336,"1996/09/09","Mon",109.19
2450337,"1996/09/10","Tue",109.84
2450338,"1996/09/11","Wed",110.26
2450339,"1996/09/12","Thu",110.32
2450340,"1996/09/13","Fri",110.42
2450343,"1996/09/16","Mon",110.16
2450344,"1996/09/17","Tue",110.38
2450345,"1996/09/18","Wed",109.22
2450346,"1996/09/19","Thu",109.42
2450347,"1996/09/20","Fri",109.78
2450350,"1996/09/23","Mon",109.82
2450351,"1996/09/24","Tue",109.84
2450352,"1996/09/25","Wed",110.38
2450353,"1996/09/26","Thu",110.47
2450354,"1996/09/27","Fri",110.84
2450357,"1996/09/30","Mon",111.65
2450358,"1996/10/01","Tue",111.37
2450359,"1996/10/02","Wed",111.71
2450360,"1996/10/03","Thu",111.45
2450361,"1996/10/04","Fri",111.64
2450364,"1996/10/07","Mon",111.22
2450365,"1996/10/08","Tue",111.31
2450366,"1996/10/09","Wed",111.48
2450367,"1996/10/10","Thu",111.21
2450368,"1996/10/11","Fri",111.69
2450372,"1996/10/15","Tue",112.26
2450373,"1996/10/16","Wed",112.20
2450374,"1996/10/17","Thu",112.22
2450375,"1996/10/18","Fri",112.52
2450378,"1996/10/21","Mon",112.73
2450379,"1996/10/22","Tue",112.90
2450380,"1996/10/23","Wed",113.02
2450381,"1996/10/24","Thu",112.79
2450382,"1996/10/25","Fri",113.34
2450385,"1996/10/28","Mon",114.06
2450386,"1996/10/29","Tue",114.19
2450387,"1996/10/30","Wed",113.94
2450388,"1996/10/31","Thu",113.82
2450389,"1996/11/01","Fri",113.23
2450392,"1996/11/04","Mon",113.97
2450393,"1996/11/05","Tue",114.21
2450394,"1996/11/06","Wed",113.92
2450395,"1996/11/07","Thu",111.57
2450396,"1996/11/08","Fri",111.62
2450400,"1996/11/12","Tue",111.40
2450401,"1996/11/13","Wed",111.41
2450402,"1996/11/14","Thu",111.33
2450403,"1996/11/15","Fri",111.26
2450406,"1996/11/18","Mon",111.35
2450407,"1996/11/19","Tue",111.56
2450408,"1996/11/20","Wed",111.21
2450409,"1996/11/21","Thu",111.40
2450410,"1996/11/22","Fri",111.42
2450413,"1996/11/25","Mon",112.69
2450414,"1996/11/26","Tue",112.69
2450415,"1996/11/27","Wed",113.26
2450416,"1996/11/28","Thu",113.78
2450417,"1996/11/29","Fri",113.82
2450420,"1996/12/02","Mon",113.82
2450421,"1996/12/03","Tue",113.61
2450422,"1996/12/04","Wed",113.14
2450423,"1996/12/05","Thu",112.32
2450424,"1996/12/06","Fri",112.88
2450427,"1996/12/09","Mon",113.23
2450428,"1996/12/10","Tue",113.25
2450429,"1996/12/11","Wed",112.84
2450430,"1996/12/12","Thu",113.45
2450431,"1996/12/13","Fri",113.79
2450434,"1996/12/16","Mon",114.21
2450435,"1996/12/17","Tue",113.63
2450436,"1996/12/18","Wed",113.61
2450437,"1996/12/19","Thu",113.95
2450438,"1996/12/20","Fri",114.16
2450441,"1996/12/23","Mon",114.12
2450442,"1996/12/24","Tue",114.45
2450445,"1996/12/27","Fri",116.06
2450448,"1996/12/30","Mon",115.86
2450449,"1996/12/31","Tue",115.77
2450451,"1997/01/02","Thu",115.53
2450452,"1997/01/03","Fri",116.32
2450455,"1997/01/06","Mon",115.83
2450456,"1997/01/07","Tue",115.37
2450457,"1997/01/08","Wed",115.86
2450458,"1997/01/09","Thu",116.22
2450459,"1997/01/10","Fri",116.09
2450462,"1997/01/13","Mon",116.37
2450463,"1997/01/14","Tue",116.81
2450464,"1997/01/15","Wed",117.20
2450465,"1997/01/16","Thu",116.53
2450466,"1997/01/17","Fri",117.09
2450469,"1997/01/20","Mon",118.09
2450470,"1997/01/21","Tue",117.73
2450471,"1997/01/22","Wed",118.90
2450472,"1997/01/23","Thu",119.55
2450473,"1997/01/24","Fri",119.02
2450476,"1997/01/27","Mon",119.46
2450477,"1997/01/28","Tue",120.75
2450478,"1997/01/29","Wed",121.86
2450479,"1997/01/30","Thu",121.54
2450480,"1997/01/31","Fri",121.27
2450483,"1997/02/03","Mon",121.67
2450484,"1997/02/04","Tue",122.32
2450485,"1997/02/05","Wed",123.56
2450486,"1997/02/06","Thu",123.80
2450487,"1997/02/07","Fri",124.58
2450490,"1997/02/10","Mon",122.78
2450491,"1997/02/11","Tue",122.90
2450492,"1997/02/12","Wed",124.01
2450493,"1997/02/13","Thu",124.35
2450494,"1997/02/14","Fri",124.06
2450497,"1997/02/17","Mon",124.46
2450498,"1997/02/18","Tue",123.86
