"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/USD"
2456612,"2013/11/15","Fri",100.172
2456615,"2013/11/18","Mon",100.067
2456616,"2013/11/19","Tue",100.153
2456617,"2013/11/20","Wed",100.048
2456618,"2013/11/21","Thu",100.922
2456619,"2013/11/22","Fri",101.298
2456622,"2013/11/25","Mon",101.676
2456623,"2013/11/26","Tue",101.413
2456624,"2013/11/27","Wed",102.170
2456625,"2013/11/28","Thu",102.249
2456626,"2013/11/29","Fri",102.505
2456629,"2013/12/02","Mon",103.043
2456630,"2013/12/03","Tue",102.323
2456631,"2013/12/04","Wed",102.452
2456632,"2013/12/05","Thu",101.799
2456633,"2013/12/06","Fri",102.925
2456636,"2013/12/09","Mon",103.210
2456637,"2013/12/10","Tue",102.836
2456638,"2013/12/11","Wed",102.384
2456639,"2013/12/12","Thu",103.110
2456640,"2013/12/13","Fri",103.265
2456643,"2013/12/16","Mon",102.889
2456644,"2013/12/17","Tue",102.611
2456645,"2013/12/18","Wed",103.149
2456646,"2013/12/19","Thu",104.156
2456647,"2013/12/20","Fri",104.094
2456650,"2013/12/23","Mon",104.053
2456651,"2013/12/24","Tue",104.312
2456654,"2013/12/27","Fri",105.079
2456657,"2013/12/30","Mon",105.035
2456658,"2013/12/31","Tue",105.203
2456660,"2014/01/02","Thu",104.862
2456661,"2014/01/03","Fri",104.468
2456664,"2014/01/06","Mon",104.398
2456665,"2014/01/07","Tue",104.596
2456666,"2014/01/08","Wed",104.893
2456667,"2014/01/09","Thu",104.739
2456668,"2014/01/10","Fri",104.071
2456671,"2014/01/13","Mon",103.317
2456672,"2014/01/14","Tue",103.837
2456673,"2014/01/15","Wed",104.422
2456674,"2014/01/16","Thu",104.355
2456675,"2014/01/17","Fri",104.291
2456678,"2014/01/20","Mon",104.202
2456679,"2014/01/21","Tue",104.198
2456680,"2014/01/22","Wed",104.326
2456681,"2014/01/23","Thu",103.631
2456682,"2014/01/24","Fri",102.426
2456685,"2014/01/27","Mon",102.286
2456686,"2014/01/28","Tue",102.841
2456687,"2014/01/29","Wed",102.181
2456688,"2014/01/30","Thu",102.864
2456689,"2014/01/31","Fri",102.291
2456692,"2014/02/03","Mon",101.151
2456693,"2014/02/04","Tue",101.609
2456694,"2014/02/05","Wed",101.379
2456695,"2014/02/06","Thu",101.897
2456696,"2014/02/07","Fri",102.303
2456699,"2014/02/10","Mon",102.107
2456700,"2014/02/11","Tue",102.654
2456701,"2014/02/12","Wed",102.451
2456702,"2014/02/13","Thu",102.235
2456703,"2014/02/14","Fri",101.865
2456707,"2014/02/18","Tue",102.269
2456708,"2014/02/19","Wed",102.269
2456709,"2014/02/20","Thu",102.341
2456710,"2014/02/21","Fri",102.752
2456713,"2014/02/24","Mon",102.484
2456714,"2014/02/25","Tue",102.157
2456715,"2014/02/26","Wed",102.366
2456716,"2014/02/27","Thu",102.108
2456717,"2014/02/28","Fri",102.074
2456720,"2014/03/03","Mon",101.389
2456721,"2014/03/04","Tue",102.151
2456722,"2014/03/05","Wed",102.324
2456723,"2014/03/06","Thu",103.06
2456724,"2014/03/07","Fri",103.35
2456727,"2014/03/10","Mon",103.21
2456728,"2014/03/11","Tue",103.21
2456729,"2014/03/12","Wed",102.69
2456730,"2014/03/13","Thu",102.10
2456731,"2014/03/14","Fri",101.44
2456734,"2014/03/17","Mon",101.67
2456735,"2014/03/18","Tue",101.33
2456736,"2014/03/19","Wed",101.53
2456737,"2014/03/20","Thu",102.37
2456738,"2014/03/21","Fri",102.42
2456741,"2014/03/24","Mon",102.25
2456742,"2014/03/25","Tue",102.34
2456743,"2014/03/26","Wed",102.32
2456744,"2014/03/27","Thu",102.10
2456745,"2014/03/28","Fri",102.92
2456748,"2014/03/31","Mon",103.01
2456749,"2014/04/01","Tue",103.54
2456750,"2014/04/02","Wed",103.77
2456751,"2014/04/03","Thu",103.91
2456752,"2014/04/04","Fri",103.37
2456755,"2014/04/07","Mon",103.01
2456756,"2014/04/08","Tue",102.07
2456757,"2014/04/09","Wed",101.90
2456758,"2014/04/10","Thu",101.41
2456759,"2014/04/11","Fri",101.58
2456762,"2014/04/14","Mon",101.86
2456763,"2014/04/15","Tue",101.58
2456764,"2014/04/16","Wed",102.30
2456765,"2014/04/17","Thu",102.21
2456769,"2014/04/21","Mon",102.62
2456770,"2014/04/22","Tue",102.57
2456771,"2014/04/23","Wed",102.24
2456772,"2014/04/24","Thu",102.39
2456773,"2014/04/25","Fri",102.15
2456776,"2014/04/28","Mon",102.44
2456777,"2014/04/29","Tue",102.55
2456778,"2014/04/30","Wed",102.12
2456779,"2014/05/01","Thu",102.29
2456780,"2014/05/02","Fri",102.36
2456783,"2014/05/05","Mon",102.10
2456784,"2014/05/06","Tue",101.59
2456785,"2014/05/07","Wed",101.74
2456786,"2014/05/08","Thu",101.67
2456787,"2014/05/09","Fri",101.77
2456790,"2014/05/12","Mon",102.13
2456791,"2014/05/13","Tue",102.18
2456792,"2014/05/14","Wed",101.75
2456793,"2014/05/15","Thu",101.46
2456794,"2014/05/16","Fri",101.51
2456798,"2014/05/20","Tue",101.31
2456799,"2014/05/21","Wed",101.42
2456800,"2014/05/22","Thu",101.76
2456801,"2014/05/23","Fri",101.87
2456804,"2014/05/26","Mon",101.92
2456805,"2014/05/27","Tue",102.15
2456806,"2014/05/28","Wed",101.75
2456807,"2014/05/29","Thu",101.57
2456808,"2014/05/30","Fri",101.75
2456811,"2014/06/02","Mon",102.30
2456812,"2014/06/03","Tue",102.39
2456813,"2014/06/04","Wed",102.69
2456814,"2014/06/05","Thu",102.47
2456815,"2014/06/06","Fri",102.49
2456818,"2014/06/09","Mon",102.54
2456819,"2014/06/10","Tue",102.39
2456820,"2014/06/11","Wed",101.94
2456821,"2014/06/12","Thu",101.79
2456822,"2014/06/13","Fri",102.05
2456825,"2014/06/16","Mon",101.78
2456826,"2014/06/17","Tue",102.18
2456827,"2014/06/18","Wed",102.16
2456828,"2014/06/19","Thu",101.86
2456829,"2014/06/20","Fri",102.14
2456832,"2014/06/23","Mon",101.91
2456833,"2014/06/24","Tue",102.09
2456834,"2014/06/25","Wed",101.72
2456835,"2014/06/26","Thu",101.68
2456836,"2014/06/27","Fri",101.39
2456839,"2014/06/30","Mon",101.29
2456841,"2014/07/02","Wed",101.78
2456842,"2014/07/03","Thu",102.15
2456843,"2014/07/04","Fri",102.10
2456846,"2014/07/07","Mon",101.83
2456847,"2014/07/08","Tue",101.56
2456848,"2014/07/09","Wed",101.72
2456849,"2014/07/10","Thu",101.31
2456850,"2014/07/11","Fri",101.32
2456853,"2014/07/14","Mon",101.53
2456854,"2014/07/15","Tue",101.66
2456855,"2014/07/16","Wed",101.70
2456856,"2014/07/17","Thu",101.25
2456857,"2014/07/18","Fri",101.39
2456860,"2014/07/21","Mon",101.39
2456861,"2014/07/22","Tue",101.56
2456862,"2014/07/23","Wed",101.52
2456863,"2014/07/24","Thu",101.82
2456864,"2014/07/25","Fri",101.83
2456867,"2014/07/28","Mon",101.80
2456868,"2014/07/29","Tue",102.08
2456869,"2014/07/30","Wed",102.92
2456870,"2014/07/31","Thu",102.74
2456871,"2014/08/01","Fri",102.43
2456875,"2014/08/05","Tue",102.81
2456876,"2014/08/06","Wed",102.30
2456877,"2014/08/07","Thu",102.07
2456878,"2014/08/08","Fri",101.87
2456881,"2014/08/11","Mon",102.10
2456882,"2014/08/12","Tue",102.18
2456883,"2014/08/13","Wed",102.52
2456884,"2014/08/14","Thu",102.45
2456885,"2014/08/15","Fri",102.25
2456888,"2014/08/18","Mon",102.53
2456889,"2014/08/19","Tue",102.81
2456890,"2014/08/20","Wed",103.34
2456891,"2014/08/21","Thu",103.77
2456892,"2014/08/22","Fri",103.99
2456895,"2014/08/25","Mon",103.98
2456896,"2014/08/26","Tue",104.10
2456897,"2014/08/27","Wed",104.02
2456898,"2014/08/28","Thu",103.80
2456899,"2014/08/29","Fri",104.00
2456903,"2014/09/02","Tue",105.15
2456904,"2014/09/03","Wed",104.85
2456905,"2014/09/04","Thu",105.26
2456906,"2014/09/05","Fri",104.91
2456909,"2014/09/08","Mon",105.63
2456910,"2014/09/09","Tue",106.29
2456911,"2014/09/10","Wed",106.77
2456912,"2014/09/11","Thu",106.90
2456913,"2014/09/12","Fri",107.22
2456916,"2014/09/15","Mon",107.19
2456917,"2014/09/16","Tue",106.91
2456918,"2014/09/17","Wed",107.58
2456919,"2014/09/18","Thu",108.70
2456920,"2014/09/19","Fri",108.93
2456923,"2014/09/22","Mon",108.88
2456924,"2014/09/23","Tue",108.86
2456925,"2014/09/24","Wed",108.94
2456926,"2014/09/25","Thu",108.67
2456927,"2014/09/26","Fri",109.34
2456930,"2014/09/29","Mon",109.37
2456931,"2014/09/30","Tue",109.67
2456932,"2014/10/01","Wed",109.31
2456933,"2014/10/02","Thu",108.16
2456934,"2014/10/03","Fri",109.71
2456937,"2014/10/06","Mon",109.13
2456938,"2014/10/07","Tue",108.35
2456939,"2014/10/08","Wed",108.35
2456940,"2014/10/09","Thu",108.03
2456941,"2014/10/10","Fri",107.89
2456945,"2014/10/14","Tue",107.11
2456946,"2014/10/15","Wed",106.10
2456947,"2014/10/16","Thu",105.98
2456948,"2014/10/17","Fri",106.72
2456951,"2014/10/20","Mon",106.89
2456952,"2014/10/21","Tue",106.75
2456953,"2014/10/22","Wed",107.36
2456954,"2014/10/23","Thu",108.15
2456955,"2014/10/24","Fri",108.03
2456958,"2014/10/27","Mon",107.73
2456959,"2014/10/28","Tue",108.00
2456960,"2014/10/29","Wed",108.12
2456961,"2014/10/30","Thu",108.99
2456962,"2014/10/31","Fri",112.08
2456965,"2014/11/03","Mon",113.93
2456966,"2014/11/04","Tue",113.40
2456967,"2014/11/05","Wed",114.63
2456968,"2014/11/06","Thu",114.88
2456969,"2014/11/07","Fri",114.74
2456972,"2014/11/10","Mon",114.78
2456974,"2014/11/12","Wed",115.43
2456975,"2014/11/13","Thu",115.64
2456976,"2014/11/14","Fri",116.53
2456979,"2014/11/17","Mon",116.45
2456980,"2014/11/18","Tue",116.76
2456981,"2014/11/19","Wed",117.70
2456982,"2014/11/20","Thu",118.14
2456983,"2014/11/21","Fri",117.74
2456986,"2014/11/24","Mon",118.40
2456987,"2014/11/25","Tue",118.00
2456988,"2014/11/26","Wed",117.61
2456989,"2014/11/27","Thu",117.72
2456990,"2014/11/28","Fri",118.71
2456993,"2014/12/01","Mon",118.15
2456994,"2014/12/02","Tue",119.11
2456995,"2014/12/03","Wed",119.82
2456996,"2014/12/04","Thu",119.67
2456997,"2014/12/05","Fri",121.39
2457000,"2014/12/08","Mon",120.90
2457001,"2014/12/09","Tue",118.88
2457002,"2014/12/10","Wed",118.51
2457003,"2014/12/11","Thu",119.40
2457004,"2014/12/12","Fri",118.23
2457007,"2014/12/15","Mon",117.76
2457008,"2014/12/16","Tue",117.31
2457009,"2014/12/17","Wed",117.67
2457010,"2014/12/18","Thu",118.84
2457011,"2014/12/19","Fri",119.58
2457014,"2014/12/22","Mon",119.85
2457015,"2014/12/23","Tue",120.69
2457016,"2014/12/24","Wed",120.46
2457021,"2014/12/29","Mon",120.58
2457022,"2014/12/30","Tue",119.36
2457023,"2014/12/31","Wed",119.87
2457025,"2015/01/02","Fri",120.21
2457028,"2015/01/05","Mon",119.65
2457029,"2015/01/06","Tue",118.22
2457030,"2015/01/07","Wed",119.53
2457031,"2015/01/08","Thu",119.52
2457032,"2015/01/09","Fri",118.66
2457035,"2015/01/12","Mon",118.35
2457036,"2015/01/13","Tue",118.18
2457037,"2015/01/14","Wed",116.78
2457038,"2015/01/15","Thu",116.98
2457039,"2015/01/16","Fri",117.51
2457042,"2015/01/19","Mon",117.54
2457043,"2015/01/20","Tue",118.48
2457044,"2015/01/21","Wed",117.85
2457045,"2015/01/22","Thu",117.93
2457046,"2015/01/23","Fri",117.79
2457049,"2015/01/26","Mon",118.43
2457050,"2015/01/27","Tue",117.57
2457051,"2015/01/28","Wed",117.80
2457052,"2015/01/29","Thu",118.28
2457053,"2015/01/30","Fri",117.42
2457056,"2015/02/02","Mon",117.33
2457057,"2015/02/03","Tue",117.51
2457058,"2015/02/04","Wed",117.62
2457059,"2015/02/05","Thu",117.41
2457060,"2015/02/06","Fri",119.15
2457063,"2015/02/09","Mon",118.67
2457064,"2015/02/10","Tue",119.31
2457065,"2015/02/11","Wed",120.33
2457066,"2015/02/12","Thu",118.69
2457067,"2015/02/13","Fri",118.68
2457071,"2015/02/17","Tue",119.03
2457072,"2015/02/18","Wed",119.19
2457073,"2015/02/19","Thu",118.80
2457074,"2015/02/20","Fri",118.65
2457077,"2015/02/23","Mon",118.90
2457078,"2015/02/24","Tue",119.12
2457079,"2015/02/25","Wed",118.84
2457080,"2015/02/26","Thu",119.41
2457081,"2015/02/27","Fri",119.69
2457084,"2015/03/02","Mon",120.07
2457085,"2015/03/03","Tue",119.50
2457086,"2015/03/04","Wed",119.73
2457087,"2015/03/05","Thu",120.25
2457088,"2015/03/06","Fri",120.96
2457091,"2015/03/09","Mon",121.13
2457092,"2015/03/10","Tue",121.24
2457093,"2015/03/11","Wed",121.56
2457094,"2015/03/12","Thu",121.33
2457095,"2015/03/13","Fri",121.13
2457098,"2015/03/16","Mon",121.34
2457099,"2015/03/17","Tue",121.26
2457100,"2015/03/18","Wed",120.94
2457101,"2015/03/19","Thu",120.91
2457102,"2015/03/20","Fri",120.30
2457105,"2015/03/23","Mon",119.77
2457106,"2015/03/24","Tue",119.95
2457107,"2015/03/25","Wed",119.40
2457108,"2015/03/26","Thu",119.00
2457109,"2015/03/27","Fri",119.13
2457112,"2015/03/30","Mon",120.16
2457113,"2015/03/31","Tue",119.99
2457114,"2015/04/01","Wed",119.66
2457115,"2015/04/02","Thu",119.74
2457119,"2015/04/06","Mon",119.04
2457120,"2015/04/07","Tue",120.42
2457121,"2015/04/08","Wed",119.92
2457122,"2015/04/09","Thu",120.27
2457123,"2015/04/10","Fri",120.30
2457126,"2015/04/13","Mon",120.36
2457127,"2015/04/14","Tue",119.29
2457128,"2015/04/15","Wed",119.26
2457129,"2015/04/16","Thu",119.20
2457130,"2015/04/17","Fri",119.08
2457133,"2015/04/20","Mon",119.30
2457134,"2015/04/21","Tue",119.40
2457135,"2015/04/22","Wed",119.86
2457136,"2015/04/23","Thu",119.67
2457137,"2015/04/24","Fri",118.92
2457140,"2015/04/27","Mon",119.14
2457141,"2015/04/28","Tue",118.78
2457142,"2015/04/29","Wed",118.83
2457143,"2015/04/30","Thu",119.87
2457144,"2015/05/01","Fri",120.24
2457147,"2015/05/04","Mon",120.27
2457148,"2015/05/05","Tue",119.92
2457149,"2015/05/06","Wed",119.37
2457150,"2015/05/07","Thu",119.71
2457151,"2015/05/08","Fri",119.80
2457154,"2015/05/11","Mon",120.09
2457155,"2015/05/12","Tue",119.75
2457156,"2015/05/13","Wed",119.03
2457157,"2015/05/14","Thu",119.20
2457158,"2015/05/15","Fri",119.38
2457162,"2015/05/19","Tue",120.54
2457163,"2015/05/20","Wed",121.27
2457164,"2015/05/21","Thu",121.04
2457165,"2015/05/22","Fri",121.42
2457168,"2015/05/25","Mon",121.46
2457169,"2015/05/26","Tue",123.07
2457170,"2015/05/27","Wed",123.74
2457171,"2015/05/28","Thu",124.15
2457172,"2015/05/29","Fri",124.03
2457175,"2015/06/01","Mon",124.63
2457176,"2015/06/02","Tue",124.23
2457177,"2015/06/03","Wed",124.11
2457178,"2015/06/04","Thu",124.52
2457179,"2015/06/05","Fri",125.59
2457182,"2015/06/08","Mon",125.09
2457183,"2015/06/09","Tue",124.16
2457184,"2015/06/10","Wed",122.72
2457185,"2015/06/11","Thu",123.63
2457186,"2015/06/12","Fri",123.25
2457189,"2015/06/15","Mon",123.39
2457190,"2015/06/16","Tue",123.40
2457191,"2015/06/17","Wed",124.25
2457192,"2015/06/18","Thu",122.86
2457193,"2015/06/19","Fri",122.67
2457196,"2015/06/22","Mon",123.27
2457197,"2015/06/23","Tue",123.72
2457198,"2015/06/24","Wed",124.24
2457199,"2015/06/25","Thu",123.64
2457200,"2015/06/26","Fri",123.92
2457203,"2015/06/29","Mon",122.47
2457204,"2015/06/30","Tue",122.17
2457206,"2015/07/02","Thu",123.20
2457207,"2015/07/03","Fri",122.64
2457210,"2015/07/06","Mon",122.58
2457211,"2015/07/07","Tue",122.15
2457212,"2015/07/08","Wed",120.59
2457213,"2015/07/09","Thu",121.23
2457214,"2015/07/10","Fri",122.73
2457217,"2015/07/13","Mon",123.30
2457218,"2015/07/14","Tue",123.41
2457219,"2015/07/15","Wed",123.92
2457220,"2015/07/16","Thu",124.06
2457221,"2015/07/17","Fri",124.03
2457224,"2015/07/20","Mon",124.23
2457225,"2015/07/21","Tue",123.91
2457226,"2015/07/22","Wed",124.06
2457227,"2015/07/23","Thu",123.86
2457228,"2015/07/24","Fri",123.79
2457231,"2015/07/27","Mon",123.19
2457232,"2015/07/28","Tue",123.53
2457233,"2015/07/29","Wed",123.85
2457234,"2015/07/30","Thu",124.41
2457235,"2015/07/31","Fri",123.90
2457239,"2015/08/04","Tue",124.05
2457240,"2015/08/05","Wed",124.84
2457241,"2015/08/06","Thu",124.55
2457242,"2015/08/07","Fri",124.26
2457245,"2015/08/10","Mon",124.58
2457246,"2015/08/11","Tue",124.86
2457247,"2015/08/12","Wed",123.91
2457248,"2015/08/13","Thu",124.32
2457249,"2015/08/14","Fri",124.32
2457252,"2015/08/17","Mon",124.32
2457253,"2015/08/18","Tue",124.39
2457254,"2015/08/19","Wed",124.08
2457255,"2015/08/20","Thu",123.51
2457256,"2015/08/21","Fri",122.09
2457259,"2015/08/24","Mon",118.72
2457260,"2015/08/25","Tue",119.89
2457261,"2015/08/26","Wed",119.10
2457262,"2015/08/27","Thu",120.96
2457263,"2015/08/28","Fri",121.29
2457266,"2015/08/31","Mon",121.31
2457267,"2015/09/01","Tue",119.92
2457268,"2015/09/02","Wed",120.03
2457269,"2015/09/03","Thu",120.21
2457270,"2015/09/04","Fri",119.04
2457274,"2015/09/08","Tue",119.74
2457275,"2015/09/09","Wed",120.98
2457276,"2015/09/10","Thu",120.72
2457277,"2015/09/11","Fri",120.69
2457280,"2015/09/14","Mon",119.87
2457281,"2015/09/15","Tue",120.35
2457282,"2015/09/16","Wed",120.57
2457283,"2015/09/17","Thu",120.86
2457284,"2015/09/18","Fri",119.84
2457287,"2015/09/21","Mon",120.45
2457288,"2015/09/22","Tue",120.05
2457289,"2015/09/23","Wed",120.06
2457290,"2015/09/24","Thu",119.53
2457291,"2015/09/25","Fri",120.70
2457294,"2015/09/28","Mon",119.83
2457295,"2015/09/29","Tue",119.76
2457296,"2015/09/30","Wed",119.80
2457297,"2015/10/01","Thu",119.62
2457298,"2015/10/02","Fri",119.37
2457301,"2015/10/05","Mon",120.38
2457302,"2015/10/06","Tue",120.22
2457303,"2015/10/07","Wed",119.93
2457304,"2015/10/08","Thu",119.98
2457305,"2015/10/09","Fri",120.32
2457309,"2015/10/13","Tue",119.80
2457310,"2015/10/14","Wed",119.21
2457311,"2015/10/15","Thu",118.28
2457312,"2015/10/16","Fri",119.64
2457315,"2015/10/19","Mon",119.47
2457316,"2015/10/20","Tue",119.80
2457317,"2015/10/21","Wed",119.89
2457318,"2015/10/22","Thu",120.52
2457319,"2015/10/23","Fri",121.18
2457322,"2015/10/26","Mon",120.83
2457323,"2015/10/27","Tue",120.26
2457324,"2015/10/28","Wed",120.62
2457325,"2015/10/29","Thu",121.16
2457326,"2015/10/30","Fri",120.69
2457329,"2015/11/02","Mon",120.69
2457330,"2015/11/03","Tue",121.24
2457331,"2015/11/04","Wed",121.55
2457332,"2015/11/05","Thu",121.69
2457333,"2015/11/06","Fri",123.22
2457336,"2015/11/09","Mon",123.03
2457337,"2015/11/10","Tue",123.22
2457339,"2015/11/12","Thu",122.87
2457340,"2015/11/13","Fri",122.88
2457343,"2015/11/16","Mon",123.07
2457344,"2015/11/17","Tue",123.48
2457345,"2015/11/18","Wed",123.52
2457346,"2015/11/19","Thu",122.73
2457347,"2015/11/20","Fri",122.82
2457350,"2015/11/23","Mon",122.99
2457351,"2015/11/24","Tue",122.43
2457352,"2015/11/25","Wed",122.70
2457353,"2015/11/26","Thu",122.58
2457354,"2015/11/27","Fri",122.79
2457357,"2015/11/30","Mon",123.23
2457358,"2015/12/01","Tue",122.90
2457359,"2015/12/02","Wed",123.47
2457360,"2015/12/03","Thu",123.11
2457361,"2015/12/04","Fri",123.07
2457364,"2015/12/07","Mon",123.36
2457365,"2015/12/08","Tue",123.01
2457366,"2015/12/09","Wed",121.82
2457367,"2015/12/10","Thu",121.42
2457368,"2015/12/11","Fri",120.99
2457371,"2015/12/14","Mon",120.57
2457372,"2015/12/15","Tue",121.70
2457373,"2015/12/16","Wed",121.84
2457374,"2015/12/17","Thu",122.76
2457375,"2015/12/18","Fri",121.24
2457378,"2015/12/21","Mon",121.02
2457379,"2015/12/22","Tue",120.91
2457380,"2015/12/23","Wed",120.94
2457381,"2015/12/24","Thu",120.29
2457386,"2015/12/29","Tue",120.43
2457387,"2015/12/30","Wed",120.63
2457388,"2015/12/31","Thu",120.24
2457392,"2016/01/04","Mon",119.29
2457393,"2016/01/05","Tue",118.99
2457394,"2016/01/06","Wed",118.55
2457395,"2016/01/07","Thu",117.96
2457396,"2016/01/08","Fri",117.73
2457399,"2016/01/11","Mon",117.49
2457400,"2016/01/12","Tue",117.82
2457401,"2016/01/13","Wed",118.03
2457402,"2016/01/14","Thu",118.00
2457403,"2016/01/15","Fri",116.78
2457406,"2016/01/18","Mon",117.37
2457407,"2016/01/19","Tue",117.71
2457408,"2016/01/20","Wed",116.43
2457409,"2016/01/21","Thu",117.61
2457410,"2016/01/22","Fri",118.42
2457413,"2016/01/25","Mon",118.57
2457414,"2016/01/26","Tue",118.47
2457415,"2016/01/27","Wed",118.91
2457416,"2016/01/28","Thu",118.66
2457417,"2016/01/29","Fri",121.07
2457420,"2016/02/01","Mon",121.05
2457421,"2016/02/02","Tue",120.31
2457422,"2016/02/03","Wed",117.94
2457423,"2016/02/04","Thu",116.72
2457424,"2016/02/05","Fri",117.00
2457427,"2016/02/08","Mon",115.72
2457428,"2016/02/09","Tue",114.88
2457429,"2016/02/10","Wed",114.02
2457430,"2016/02/11","Thu",111.71
2457431,"2016/02/12","Fri",112.94
2457435,"2016/02/16","Tue",113.89
2457436,"2016/02/17","Wed",114.13
2457437,"2016/02/18","Thu",113.68
2457438,"2016/02/19","Fri",112.48
2457441,"2016/02/22","Mon",113.10
2457442,"2016/02/23","Tue",112.22
2457443,"2016/02/24","Wed",111.38
2457444,"2016/02/25","Thu",112.66
2457445,"2016/02/26","Fri",113.74
2457448,"2016/02/29","Mon",112.88
2457449,"2016/03/01","Tue",113.91
2457450,"2016/03/02","Wed",113.85
2457451,"2016/03/03","Thu",113.52
2457452,"2016/03/04","Fri",113.89
2457455,"2016/03/07","Mon",113.59
2457456,"2016/03/08","Tue",112.61
2457457,"2016/03/09","Wed",113.03
2457458,"2016/03/10","Thu",113.14
2457459,"2016/03/11","Fri",113.63
2457462,"2016/03/14","Mon",113.62
2457463,"2016/03/15","Tue",112.83
2457464,"2016/03/16","Wed",113.72
2457465,"2016/03/17","Thu",111.26
2457466,"2016/03/18","Fri",111.43
2457469,"2016/03/21","Mon",111.61
2457470,"2016/03/22","Tue",111.83
2457471,"2016/03/23","Wed",112.65
2457472,"2016/03/24","Thu",112.64
2457476,"2016/03/28","Mon",113.26
2457477,"2016/03/29","Tue",113.30
2457478,"2016/03/30","Wed",112.62
2457479,"2016/03/31","Thu",112.40
2457480,"2016/04/01","Fri",112.09
2457483,"2016/04/04","Mon",111.23
2457484,"2016/04/05","Tue",110.12
2457485,"2016/04/06","Wed",109.61
2457486,"2016/04/07","Thu",107.98
2457487,"2016/04/08","Fri",108.38
2457490,"2016/04/11","Mon",107.97
2457491,"2016/04/12","Tue",108.56
2457492,"2016/04/13","Wed",109.24
2457493,"2016/04/14","Thu",109.15
2457494,"2016/04/15","Fri",108.78
2457497,"2016/04/18","Mon",108.88
2457498,"2016/04/19","Tue",109.20
2457499,"2016/04/20","Wed",109.51
2457500,"2016/04/21","Thu",109.38
2457501,"2016/04/22","Fri",111.47
2457504,"2016/04/25","Mon",111.03
2457505,"2016/04/26","Tue",111.23
2457506,"2016/04/27","Wed",111.22
2457507,"2016/04/28","Thu",108.51
2457508,"2016/04/29","Fri",106.89
2457511,"2016/05/02","Mon",106.52
2457512,"2016/05/03","Tue",106.34
2457513,"2016/05/04","Wed",107.10
2457514,"2016/05/05","Thu",107.29
2457515,"2016/05/06","Fri",106.70
2457518,"2016/05/09","Mon",108.37
2457519,"2016/05/10","Tue",109.27
2457520,"2016/05/11","Wed",108.50
2457521,"2016/05/12","Thu",108.78
2457522,"2016/05/13","Fri",109.11
2457525,"2016/05/16","Mon",108.93
2457526,"2016/05/17","Tue",109.01
2457527,"2016/05/18","Wed",109.65
2457528,"2016/05/19","Thu",109.85
2457529,"2016/05/20","Fri",110.57
2457533,"2016/05/24","Tue",110.05
2457534,"2016/05/25","Wed",110.28
2457535,"2016/05/26","Thu",109.73
2457536,"2016/05/27","Fri",109.82
2457539,"2016/05/30","Mon",111.06
2457540,"2016/05/31","Tue",110.74
2457541,"2016/06/01","Wed",109.55
2457542,"2016/06/02","Thu",108.73
2457543,"2016/06/03","Fri",106.92
2457546,"2016/06/06","Mon",107.31
2457547,"2016/06/07","Tue",107.29
2457548,"2016/06/08","Wed",106.68
2457549,"2016/06/09","Thu",106.54
2457550,"2016/06/10","Fri",107.03
2457553,"2016/06/13","Mon",106.07
2457554,"2016/06/14","Tue",106.07
2457555,"2016/06/15","Wed",105.85
2457556,"2016/06/16","Thu",104.08
2457557,"2016/06/17","Fri",104.19
2457560,"2016/06/20","Mon",104.29
2457561,"2016/06/21","Tue",104.55
2457562,"2016/06/22","Wed",104.57
2457563,"2016/06/23","Thu",105.91
2457564,"2016/06/24","Fri",102.31
2457567,"2016/06/27","Mon",101.70
2457568,"2016/06/28","Tue",102.75
2457569,"2016/06/29","Wed",102.70
2457570,"2016/06/30","Thu",102.76
2457574,"2016/07/04","Mon",102.51
2457575,"2016/07/05","Tue",101.56
2457576,"2016/07/06","Wed",101.13
2457577,"2016/07/07","Thu",100.73
2457578,"2016/07/08","Fri",100.64
2457581,"2016/07/11","Mon",102.63
2457582,"2016/07/12","Tue",104.71
2457583,"2016/07/13","Wed",104.14
2457584,"2016/07/14","Thu",105.43
2457585,"2016/07/15","Fri",105.66
2457588,"2016/07/18","Mon",105.99
2457589,"2016/07/19","Tue",106.10
2457590,"2016/07/20","Wed",106.62
2457591,"2016/07/21","Thu",105.98
2457592,"2016/07/22","Fri",106.27
2457595,"2016/07/25","Mon",106.05
2457596,"2016/07/26","Tue",104.83
2457597,"2016/07/27","Wed",105.68
2457598,"2016/07/28","Thu",104.86
2457599,"2016/07/29","Fri",102.36
2457603,"2016/08/02","Tue",100.84
2457604,"2016/08/03","Wed",101.32
2457605,"2016/08/04","Thu",101.05
2457606,"2016/08/05","Fri",101.78
2457609,"2016/08/08","Mon",102.44
2457610,"2016/08/09","Tue",101.92
2457611,"2016/08/10","Wed",101.32
2457612,"2016/08/11","Thu",101.46
2457613,"2016/08/12","Fri",101.05
2457616,"2016/08/15","Mon",101.03
2457617,"2016/08/16","Tue",100.25
2457618,"2016/08/17","Wed",100.27
2457619,"2016/08/18","Thu",100.04
2457620,"2016/08/19","Fri",100.22
2457623,"2016/08/22","Mon",100.25
2457624,"2016/08/23","Tue",100.25
2457625,"2016/08/24","Wed",100.54
2457626,"2016/08/25","Thu",100.60
2457627,"2016/08/26","Fri",101.23
2457630,"2016/08/29","Mon",102.11
